2019 Federal Election House of Representatives Two Party Preferred By Polling Place [Please Note: These results are not final. Event:24310 Phase:PostElection Generated:2019-05-22T21:50:20 Cycle:85365308-4295-4370-8e23-05d88256d096 Created:2019-05-22T21:48:30 Environment:PROD Site:CANBERRA Server:VTR01 Version:10.7.10.55954]
StateAb,DivisionID,DivisionNm,PollingPlaceID,PollingPlace,Liberal/National Coalition Votes,Liberal/National Coalition Percentage,Australian Labor Party Votes,Australian Labor Party Percentage,TotalVotes,Swing
NSW,117,Eden-Monaro,842,Tumbarumba,524,49.16,542,50.84,1066,12.79
NSW,117,Eden-Monaro,1324,Tumut,464,51.9,430,48.1,894,1.9
NSW,117,Eden-Monaro,11950,Tumut East,279,45.51,334,54.49,613,3.78
NSW,117,Eden-Monaro,65490,Tumut PPVC,1960,52.22,1793,47.78,3753,1.01
NSW,117,Eden-Monaro,31665,Tura Beach,719,54.64,597,45.36,1316,0.71
NSW,117,Eden-Monaro,733,Wamboin,361,45.81,427,54.19,788,-1.5
NSW,117,Eden-Monaro,1336,Wee Jasper,28,54.9,23,45.1,51,0.51
NSW,117,Eden-Monaro,734,Wolumla,219,45.53,262,54.47,481,2.25
NSW,117,Eden-Monaro,735,Wyndham,91,30.64,206,69.36,297,2.3
NSW,117,Eden-Monaro,1338,Yass,670,45.12,815,54.88,1485,-2.43
NSW,117,Eden-Monaro,11951,Yass North,268,47.69,294,52.31,562,5.42
NSW,117,Eden-Monaro,46471,Yass PPVC,1828,54.16,1547,45.84,3375,2.75
NSW,118,Farrer,746,Albury,0,0,0,0,0,0
NSW,118,Farrer,748,Albury Central,0,0,0,0,0,0
NSW,118,Farrer,747,Albury East,0,0,0,0,0,0
NSW,118,Farrer,34273,Albury FARRER PPVC,0,0,0,0,0,0
NSW,118,Farrer,751,Albury North,0,0,0,0,0,0
NSW,118,Farrer,752,Albury West,0,0,0,0,0,0
NSW,118,Farrer,755,Balranald,0,0,0,0,0,0
NSW,118,Farrer,2482,Barellan,0,0,0,0,0,0
NSW,118,Farrer,756,Barham,0,0,0,0,0,0
NSW,118,Farrer,757,Barooga,0,0,0,0,0,0
NSW,118,Farrer,2484,Beelbangera,0,0,0,0,0,0
NSW,118,Farrer,758,Berrigan,0,0,0,0,0,0
NSW,118,Farrer,759,Blighty,0,0,0,0,0,0
NSW,118,Farrer,65446,BLV Farrer PPVC,0,0,0,0,0,0
NSW,118,Farrer,763,Bunnaloo,0,0,0,0,0,0
NSW,118,Farrer,764,Buronga,0,0,0,0,0,0
NSW,118,Farrer,765,Burrumbuttock,0,0,0,0,0,0
NSW,118,Farrer,2496,Carrathool,0,0,0,0,0,0
NSW,118,Farrer,2498,Coleambally,0,0,0,0,0,0
NSW,118,Farrer,773,Corowa,0,0,0,0,0,0
NSW,118,Farrer,774,Corowa Central,0,0,0,0,0,0
NSW,118,Farrer,83620,Corowa PPVC,0,0,0,0,0,0
NSW,118,Farrer,775,Corowa South,0,0,0,0,0,0
NSW,118,Farrer,776,Culcairn,0,0,0,0,0,0
NSW,118,Farrer,778,Dareton,0,0,0,0,0,0
NSW,118,Farrer,2501,Darlington Point,0,0,0,0,0,0
NSW,118,Farrer,780,Deniliquin,0,0,0,0,0,0
NSW,118,Farrer,782,Deniliquin North,0,0,0,0,0,0
NSW,118,Farrer,33879,Deniliquin PPVC,0,0,0,0,0,0
NSW,118,Farrer,784,Deniliquin West,0,0,0,0,0,0
NSW,118,Farrer,30109,Divisional Office (PREPOLL),0,0,0,0,0,0
NSW,118,Farrer,65218,Echuca FARRER PPVC,0,0,0,0,0,0
NSW,118,Farrer,785,Euston,0,0,0,0,0,0
NSW,118,Farrer,786,Finley,0,0,0,0,0,0
NSW,118,Farrer,788,Gerogery,0,0,0,0,0,0
NSW,118,Farrer,789,Glenroy,0,0,0,0,0,0
NSW,118,Farrer,2506,Goolgowi,0,0,0,0,0,0
NSW,118,Farrer,2508,Griffith,0,0,0,0,0,0
NSW,118,Farrer,58769,Griffith Central PPVC,0,0,0,0,0,0
NSW,118,Farrer,2502,Griffith Driver,0,0,0,0,0,0
NSW,118,Farrer,2511,Griffith North,0,0,0,0,0,0
NSW,118,Farrer,33855,Griffith PPVC,0,0,0,0,0,0
NSW,118,Farrer,2512,Griffith West,0,0,0,0,0,0
NSW,118,Farrer,2514,Hanwood,0,0,0,0,0,0
NSW,118,Farrer,2516,Hay,0,0,0,0,0,0
NSW,118,Farrer,792,Henty,0,0,0,0,0,0
NSW,118,Farrer,2520,Hillston,0,0,0,0,0,0
NSW,118,Farrer,793,Holbrook,0,0,0,0,0,0
NSW,118,Farrer,794,Howlong,0,0,0,0,0,0
NSW,118,Farrer,795,Hume,0,0,0,0,0,0
NSW,118,Farrer,797,Jerilderie,0,0,0,0,0,0
NSW,118,Farrer,798,Jindera,0,0,0,0,0,0
NSW,118,Farrer,801,Koraleigh,0,0,0,0,0,0
NSW,118,Farrer,2526,Lake Wyangan,0,0,0,0,0,0
NSW,118,Farrer,805,Lavington,0,0,0,0,0,0
NSW,118,Farrer,806,Lavington East,0,0,0,0,0,0
NSW,118,Farrer,2527,Leeton,0,0,0,0,0,0
NSW,118,Farrer,2528,Leeton North,0,0,0,0,0,0
NSW,118,Farrer,2542,Leeton Parkview,0,0,0,0,0,0
NSW,118,Farrer,83619,Leeton PPVC,0,0,0,0,0,0
NSW,118,Farrer,2507,Leeton South,0,0,0,0,0,0
NSW,118,Farrer,812,Mathoura,0,0,0,0,0,0
NSW,118,Farrer,65225,Mildura FARRER PPVC,0,0,0,0,0,0
NSW,118,Farrer,815,Moama,0,0,0,0,0,0
NSW,118,Farrer,818,Moulamein,0,0,0,0,0,0
NSW,118,Farrer,820,Mulwala,0,0,0,0,0,0
NSW,118,Farrer,821,Murray Downs,0,0,0,0,0,0
NSW,118,Farrer,2536,Narrandera,0,0,0,0,0,0
NSW,118,Farrer,2537,Narrandera East,0,0,0,0,0,0
NSW,118,Farrer,33858,Narrandera PPVC,0,0,0,0,0,0
NSW,118,Farrer,822,Oaklands,0,0,0,0,0,0
NSW,118,Farrer,2545,Rankins Springs,0,0,0,0,0,0
NSW,118,Farrer,46526,Remote Mobile Team 1,0,0,0,0,0,0
NSW,118,Farrer,33619,Special Hospital Team 1,0,0,0,0,0,0
NSW,118,Farrer,33682,Special Hospital Team 2,0,0,0,0,0,0
NSW,118,Farrer,33683,Special Hospital Team 3,0,0,0,0,0,0
NSW,118,Farrer,33684,Special Hospital Team 4,0,0,0,0,0,0
NSW,118,Farrer,33685,Special Hospital Team 5,0,0,0,0,0,0
NSW,118,Farrer,80476,Special Hospital Team 6,0,0,0,0,0,0
NSW,118,Farrer,83567,Springdale Heights,0,0,0,0,0,0
NSW,118,Farrer,14055,Sydney (Farrer),0,0,0,0,0,0
NSW,118,Farrer,835,Table Top,0,0,0,0,0,0
NSW,118,Farrer,2481,Tharbogang,0,0,0,0,0,0
NSW,118,Farrer,838,Thurgoona,0,0,0,0,0,0
NSW,118,Farrer,83569,Thurgoona East,0,0,0,0,0,0
NSW,118,Farrer,839,Tocumwal,0,0,0,0,0,0
NSW,118,Farrer,840,Tooleybuc,0,0,0,0,0,0
NSW,118,Farrer,843,Urana,0,0,0,0,0,0
NSW,118,Farrer,845,Wakool,0,0,0,0,0,0
NSW,118,Farrer,846,Walbundrie,0,0,0,0,0,0
NSW,118,Farrer,847,Walla Walla,0,0,0,0,0,0
NSW,118,Farrer,2554,Wamoon,0,0,0,0,0,0
NSW,118,Farrer,849,Wentworth,0,0,0,0,0,0
NSW,118,Farrer,2558,Whitton,0,0,0,0,0,0
NSW,118,Farrer,2565,Yanco,0,0,0,0,0,0
NSW,118,Farrer,2566,Yenda,0,0,0,0,0,0
NSW,118,Farrer,2567,Yoogali,0,0,0,0,0,0
NSW,119,Fowler,31643,Abbotsbury,1103,63.65,630,36.35,1733,6.55
NSW,119,Fowler,65542,BLV Fowler PPVC,0,0,0,0,0,-54.55
NSW,119,Fowler,865,Bonnyrigg (Fowler),133,21.52,485,78.48,618,1.42
NSW,119,Fowler,11990,Bonnyrigg Central (Fowler),123,27.15,330,72.85,453,-2.19
NSW,119,Fowler,2330,Bossley Park,1112,54.24,938,45.76,2050,7.48
NSW,119,Fowler,2351,Bossley Park East,528,38.23,853,61.77,1381,3.79
NSW,119,Fowler,8880,Bossley Park South,686,49.64,696,50.36,1382,7.79
NSW,119,Fowler,868,Cabramatta,375,19.5,1548,80.5,1923,2.79
NSW,119,Fowler,163,Cabramatta East,409,26.35,1143,73.65,1552,4.04
NSW,119,Fowler,869,Cabramatta South,260,21.04,976,78.96,1236,-1.74
NSW,119,Fowler,870,Cabramatta West,289,21.49,1056,78.51,1345,-0.44
NSW,119,Fowler,876,Cabramatta West Central,408,19.13,1725,80.87,2133,-5.35
NSW,119,Fowler,2331,Canley Heights,383,23.02,1281,76.98,1664,1.46
NSW,119,Fowler,2332,Canley Vale,405,23.56,1314,76.44,1719,4.75
NSW,119,Fowler,872,Chipping Norton,1264,57.61,930,42.39,2194,3.11
NSW,119,Fowler,30110,Divisional Office (PREPOLL),0,0,0,0,0,-25.81
NSW,119,Fowler,11993,Edensor Park,1147,47.99,1243,52.01,2390,4.44
NSW,119,Fowler,873,Edensor Park North,810,46.42,935,53.58,1745,9.19
NSW,119,Fowler,58661,Fairfield FOWLER PPVC,3156,26.71,8658,73.29,11814,0.15
NSW,119,Fowler,80591,Fairfield West (Fowler),187,32.35,391,67.65,578,-0.01
NSW,119,Fowler,874,Greenfield Park,688,37.41,1151,62.59,1839,4.33
NSW,119,Fowler,65206,Hinchinbrook FOWLER PPVC,473,46.92,535,53.08,1008,10.42
NSW,119,Fowler,2348,Lansvale,372,24.22,1164,75.78,1536,1.63
NSW,119,Fowler,173,Lansvale East,364,35.24,669,64.76,1033,3.54
NSW,119,Fowler,879,Liverpool,493,31.14,1090,68.86,1583,3.47
NSW,119,Fowler,884,Liverpool Central,465,34.44,885,65.56,1350,3.47
NSW,119,Fowler,58778,Liverpool FOWLER PPVC,2157,34.86,4030,65.14,6187,3.9
NSW,119,Fowler,31750,Liverpool South,249,30.48,568,69.52,817,5.93
NSW,119,Fowler,882,Liverpool West (Fowler),527,37.17,891,62.83,1418,3.76
NSW,119,Fowler,887,Mount Pritchard (Fowler),449,36.24,790,63.76,1239,7.27
NSW,119,Fowler,888,Mount Pritchard East,465,34.65,877,65.35,1342,6.66
NSW,119,Fowler,890,Newbridge Heights,800,56.46,617,43.54,1417,5.19
NSW,119,Fowler,80600,Smithfield West (Fowler),158,57.45,117,42.55,275,5.16
NSW,119,Fowler,58587,Special Hospital Team 1,65,48.51,69,51.49,134,-0.84
NSW,119,Fowler,893,St Johns Park,595,30.73,1341,69.27,1936,1.83
NSW,119,Fowler,14058,Sydney (Fowler),21,28,54,72,75,-2.26
NSW,119,Fowler,2358,Villawood,388,28.24,986,71.76,1374,1.4
NSW,119,Fowler,2359,Villawood North,407,29.11,991,70.89,1398,3.43
NSW,119,Fowler,894,Wakeley,726,37.89,1190,62.11,1916,5.13
NSW,119,Fowler,896,Warwick Farm,289,25.6,840,74.4,1129,0.42
NSW,119,Fowler,80602,Wetherill Park (Fowler),211,48.84,221,51.16,432,8.48
NSW,119,Fowler,83928,Wetherill Park FOWLER PPVC,1627,44.24,2051,55.76,3678,17.68
NSW,119,Fowler,80492,Yennora (Fowler),76,26.76,208,73.24,284,-4.22
NSW,120,Gilmore,11943,Basin View,378,40.95,545,59.05,923,-1.16
NSW,120,Gilmore,669,Batehaven,427,48.8,448,51.2,875,-0.41
NSW,120,Gilmore,670,Batemans Bay,551,46.42,636,53.58,1187,-3.36
NSW,120,Gilmore,33919,Batemans Bay PPVC,4344,51.84,4035,48.16,8379,-2.05
NSW,120,Gilmore,671,Bawley Point,149,35.9,266,64.1,415,-7.57
NSW,120,Gilmore,2776,Berry,831,52.9,740,47.1,1571,-5.53
NSW,120,Gilmore,65612,BLV Gilmore PPVC,0,0,0,0,0,-57.14
NSW,120,Gilmore,2777,Bomaderry,695,41.08,997,58.92,1692,-6.53
NSW,120,Gilmore,11638,Broulee,369,42.03,509,57.97,878,-3.4
NSW,120,Gilmore,686,Burrill Lake,236,46.27,274,53.73,510,1.6
NSW,120,Gilmore,32478,Callala Bay,446,45.05,544,54.95,990,0.05
NSW,120,Gilmore,908,Callala Beach,171,43.96,218,56.04,389,-2.13
NSW,120,Gilmore,909,Cambewarra,394,52.32,359,47.68,753,-5.33
NSW,120,Gilmore,916,Cudmirrah,320,45.65,381,54.35,701,-4.97
NSW,120,Gilmore,917,Culburra,496,43.89,634,56.11,1130,-5.18
NSW,120,Gilmore,918,Currarong,117,45.35,141,54.65,258,-2.76
NSW,120,Gilmore,30111,Divisional Office (PREPOLL),0,0,0,0,0,-63.64
NSW,120,Gilmore,920,Erowal Bay,161,37.18,272,62.82,433,-4.5
NSW,120,Gilmore,922,Falls Creek,174,54.72,144,45.28,318,2.28
NSW,120,Gilmore,2783,Gerringong,485,45.16,589,54.84,1074,-3.72
NSW,120,Gilmore,2784,Gerroa,164,52.9,146,47.1,310,-0.3
NSW,120,Gilmore,932,Greenwell Point,320,49.16,331,50.84,651,-3.61
NSW,120,Gilmore,936,Huskisson,268,38.23,433,61.77,701,-8.28
NSW,120,Gilmore,2788,Jamberoo,431,51.87,400,48.13,831,-2.31
NSW,120,Gilmore,938,Kangaroo Valley,253,43.32,331,56.68,584,-9.21
NSW,120,Gilmore,2790,Kiama,761,45.87,898,54.13,1659,-6.5
NSW,120,Gilmore,2791,Kiama Downs,439,43.17,578,56.83,1017,-4.75
NSW,120,Gilmore,33746,Kiama PPVC,3172,50.84,3067,49.16,6239,-3.63
NSW,120,Gilmore,31482,Kiama South,273,42.33,372,57.67,645,-4.56
NSW,120,Gilmore,911,Lake Conjola,155,45.72,184,54.28,339,-6.88
NSW,120,Gilmore,31839,Long Beach,223,50.11,222,49.89,445,-1.77
NSW,120,Gilmore,11637,Malua Bay,331,44.13,419,55.87,750,-7.47
NSW,120,Gilmore,942,Manyana,111,35.13,205,64.87,316,-7.06
NSW,120,Gilmore,705,Milton,306,42.74,410,57.26,716,-12.9
NSW,120,Gilmore,2797,Minnamurra,458,46.69,523,53.31,981,-3.03
NSW,120,Gilmore,706,Mogo,94,39.33,145,60.67,239,-8.41
NSW,120,Gilmore,708,Moruya,783,40.53,1149,59.47,1932,-4.71
NSW,120,Gilmore,83544,Moruya South,194,36.95,331,63.05,525,-8.29
NSW,120,Gilmore,707,Narrawallee,352,48.89,368,51.11,720,-3.6
NSW,120,Gilmore,711,Nelligen,91,59.09,63,40.91,154,1.22
NSW,120,Gilmore,950,Nowra,529,38.31,852,61.69,1381,-2.62
NSW,120,Gilmore,954,Nowra Bomaderry,674,48.42,718,51.58,1392,-1.25
NSW,120,Gilmore,963,Nowra Centre,415,38.53,662,61.47,1077,-8.75
NSW,120,Gilmore,951,Nowra East,388,35.11,717,64.89,1105,-3.3
NSW,120,Gilmore,952,Nowra Hill,227,49.56,231,50.44,458,-5
NSW,120,Gilmore,33136,Nowra North,348,47.54,384,52.46,732,-6.91
NSW,120,Gilmore,34039,Nowra PPVC,8302,50.76,8055,49.24,16357,-1.28
NSW,120,Gilmore,31484,Nowra South,499,39.7,758,60.3,1257,-1.82
NSW,120,Gilmore,955,Orient Point,169,39.58,258,60.42,427,-1.95
NSW,120,Gilmore,962,Sanctuary Point,666,35.65,1202,64.35,1868,-5.66
NSW,120,Gilmore,2807,Shoalhaven Heads,680,46.58,780,53.42,1460,-5.32
NSW,120,Gilmore,725,South Durras,63,42.86,84,57.14,147,-19.64
NSW,120,Gilmore,33620,Special Hospital Team 1,182,40.99,262,59.01,444,-11.15
NSW,120,Gilmore,33728,Special Hospital Team 2,51,49.51,52,50.49,103,-2.83
NSW,120,Gilmore,33730,Special Hospital Team 3,66,55,54,45,120,2.94
NSW,120,Gilmore,46418,Special Hospital Team 4,127,49.61,129,50.39,256,-2.72
NSW,120,Gilmore,960,St Georges Basin,545,46.54,626,53.46,1171,-5.13
NSW,120,Gilmore,726,Sunshine Bay,552,49.37,566,50.63,1118,0.68
NSW,120,Gilmore,964,Sussex Inlet,694,50.77,673,49.23,1367,-3.05
NSW,120,Gilmore,14061,Sydney (Gilmore),15,50,15,50,30,9.26
NSW,120,Gilmore,970,Terara,352,49.23,363,50.77,715,-6.66
NSW,120,Gilmore,31033,Tomakin,278,46.26,323,53.74,601,-1.03
NSW,120,Gilmore,972,Tomerong,293,42.46,397,57.54,690,-5.48
NSW,120,Gilmore,731,Tuross Head,510,47.13,572,52.87,1082,-3.25
NSW,120,Gilmore,732,Ulladulla,784,43.24,1029,56.76,1813,-2.89
NSW,120,Gilmore,33747,Ulladulla PPVC,4623,49.84,4653,50.16,9276,-4.69
NSW,120,Gilmore,974,Vincentia,637,46.13,744,53.87,1381,-4.68
NSW,120,Gilmore,83547,Vincentia PPVC,1476,42.32,2012,57.68,3488,-5.24
NSW,120,Gilmore,34333,Wandandian,137,49.82,138,50.18,275,3.62
NSW,120,Gilmore,2811,Werri Beach,438,48.94,457,51.06,895,-2.55
NSW,121,Grayndler,44534,Annandale (Grayndler),0,0,0,0,0,0
NSW,121,Grayndler,83727,Annandale Central,0,0,0,0,0,0
NSW,121,Grayndler,2728,Annandale North,0,0,0,0,0,0
NSW,121,Grayndler,80662,Ashfield (Grayndler),0,0,0,0,0,0
NSW,121,Grayndler,987,Ashfield East (Grayndler),0,0,0,0,0,0
NSW,121,Grayndler,33893,Ashfield GRAYNDLER PPVC,0,0,0,0,0,0
NSW,121,Grayndler,988,Ashfield North (Grayndler),0,0,0,0,0,0
NSW,121,Grayndler,82588,Ashfield South (Grayndler),0,0,0,0,0,0
NSW,121,Grayndler,2730,Balmain,0,0,0,0,0,0
NSW,121,Grayndler,2741,Balmain Central,0,0,0,0,0,0
NSW,121,Grayndler,2731,Balmain East,0,0,0,0,0,0
NSW,121,Grayndler,2733,Birchgrove,0,0,0,0,0,0
NSW,121,Grayndler,83735,Birchgrove East,0,0,0,0,0,0
NSW,121,Grayndler,65467,BLV Grayndler PPVC,0,0,0,0,0,0
NSW,121,Grayndler,80671,Camperdown South (Grayndler),0,0,0,0,0,0
NSW,121,Grayndler,82783,Canterbury North (Grayndler),0,0,0,0,0,0
NSW,121,Grayndler,97567,Central Sydney GRAYNDLER PPVC,0,0,0,0,0,0
NSW,121,Grayndler,30112,Divisional Office (PREPOLL),0,0,0,0,0,0
NSW,121,Grayndler,2737,Dobroyd Point,0,0,0,0,0,0
NSW,121,Grayndler,2738,Dulwich Hill,0,0,0,0,0,0
NSW,121,Grayndler,1012,Dulwich Hill South,0,0,0,0,0,0
NSW,121,Grayndler,997,Dulwich Hill West,0,0,0,0,0,0
NSW,121,Grayndler,2739,Enmore,0,0,0,0,0,0
NSW,121,Grayndler,97593,Glebe GRAYNDLER PPVC,0,0,0,0,0,0
NSW,121,Grayndler,2745,Haberfield,0,0,0,0,0,0
NSW,121,Grayndler,2746,Haberfield West,0,0,0,0,0,0
NSW,121,Grayndler,65692,Haymarket GRAYNDLER PPVC,0,0,0,0,0,0
NSW,121,Grayndler,1004,Hurlstone Park (Grayndler),0,0,0,0,0,0
NSW,121,Grayndler,2748,Leichhardt,0,0,0,0,0,0
NSW,121,Grayndler,2749,Leichhardt East,0,0,0,0,0,0
NSW,121,Grayndler,83882,Leichhardt GRAYNDLER PPVC,0,0,0,0,0,0
NSW,121,Grayndler,2750,Leichhardt South,0,0,0,0,0,0
NSW,121,Grayndler,2747,Leichhardt West,0,0,0,0,0,0
NSW,121,Grayndler,2751,Lewisham,0,0,0,0,0,0
NSW,121,Grayndler,2753,Lilyfield,0,0,0,0,0,0
NSW,121,Grayndler,2754,Lilyfield North,0,0,0,0,0,0
NSW,121,Grayndler,1008,Marrickville,0,0,0,0,0,0
NSW,121,Grayndler,1009,Marrickville Central,0,0,0,0,0,0
NSW,121,Grayndler,82982,Marrickville East,0,0,0,0,0,0
NSW,121,Grayndler,33898,Marrickville GRAYNDLER PPVC,0,0,0,0,0,0
NSW,121,Grayndler,2757,Marrickville North,0,0,0,0,0,0
NSW,121,Grayndler,82988,Newtown East (Grayndler),0,0,0,0,0,0
NSW,121,Grayndler,97560,Newtown GRAYNDLER PPVC,0,0,0,0,0,0
NSW,121,Grayndler,12071,Newtown North (Grayndler),0,0,0,0,0,0
NSW,121,Grayndler,2734,Newtown South,0,0,0,0,0,0
NSW,121,Grayndler,2758,Petersham,0,0,0,0,0,0
NSW,121,Grayndler,2759,Petersham East,0,0,0,0,0,0
NSW,121,Grayndler,2763,Rozelle,0,0,0,0,0,0
NSW,121,Grayndler,83736,Rozelle Central,0,0,0,0,0,0
NSW,121,Grayndler,2729,Rozelle East,0,0,0,0,0,0
NSW,121,Grayndler,33623,Special Hospital Team 1,0,0,0,0,0,0
NSW,121,Grayndler,1467,St Peters,0,0,0,0,0,0
NSW,121,Grayndler,2764,Stanmore,0,0,0,0,0,0
NSW,121,Grayndler,2765,Stanmore North,0,0,0,0,0,0
NSW,121,Grayndler,1013,Summer Hill,0,0,0,0,0,0
NSW,121,Grayndler,1015,Summer Hill South,0,0,0,0,0,0
NSW,121,Grayndler,1469,Sydenham,0,0,0,0,0,0
NSW,121,Grayndler,14079,Sydney (Grayndler),0,0,0,0,0,0
NSW,121,Grayndler,65174,Sydney GRAYNDLER PPVC,0,0,0,0,0,0
NSW,122,Greenway,34359,Acacia Gardens,932,47.92,1013,52.08,1945,3.99
NSW,122,Greenway,65240,Baulkham Hills GREENWAY PPVC,541,61.2,343,38.8,884,-0.2
NSW,122,Greenway,11947,Blacktown,336,38.93,527,61.07,863,5.06
NSW,122,Greenway,1055,Blacktown East,567,40.07,848,59.93,1415,4.71
NSW,122,Greenway,33913,Blacktown GREENWAY PPVC,3933,39.04,6140,60.96,10073,3.05
NSW,122,Greenway,45558,Blacktown North,233,31.79,500,68.21,733,3
NSW,122,Greenway,57174,Blacktown South (Greenway),728,38.32,1172,61.68,1900,4.45
NSW,122,Greenway,65407,BLV Greenway PPVC,0,0,0,0,0,-46.67
NSW,122,Greenway,30113,Divisional Office (PREPOLL),2,40,3,60,5,23.33
NSW,122,Greenway,2254,Girraween,796,36.9,1361,63.1,2157,2.26
NSW,122,Greenway,83591,Girraween West,119,55.09,97,44.91,216,16.9
NSW,122,Greenway,1043,Glenwood,858,47.61,944,52.39,1802,2.12
NSW,122,Greenway,46555,Glenwood South,901,50.82,872,49.18,1773,2.06
NSW,122,Greenway,33757,Glenwood West,1300,47.12,1459,52.88,2759,4.02
NSW,122,Greenway,38323,Kellyville Ridge,1128,52.78,1009,47.22,2137,1.57
NSW,122,Greenway,1031,Kings Langley,992,54.33,834,45.67,1826,1.06
NSW,122,Greenway,1032,Kings Langley North,1166,60.01,777,39.99,1943,3.78
NSW,122,Greenway,32327,Kings Park,523,51.68,489,48.32,1012,4.59
NSW,122,Greenway,1033,Lalor Park,593,39.61,904,60.39,1497,4.8
NSW,122,Greenway,1035,Lalor Park North,431,38.72,682,61.28,1113,2.38
NSW,122,Greenway,65196,Parramatta GREENWAY PPVC,374,42.74,501,57.26,875,6.52
NSW,122,Greenway,11979,Pendle Hill (Greenway),168,41.38,238,58.62,406,4.73
NSW,122,Greenway,11978,Pendle Hill Central (Greenway),233,37.89,382,62.11,615,3.28
NSW,122,Greenway,1034,Prospect West,768,43.74,988,56.26,1756,1.03
NSW,122,Greenway,1047,Quakers Hill East (Greenway),845,44.13,1070,55.87,1915,3.3
NSW,122,Greenway,11946,Quakers Hill North,1106,48.11,1193,51.89,2299,3.72
NSW,122,Greenway,31631,Quakers Hill West,1290,51.66,1207,48.34,2497,1.14
NSW,122,Greenway,1048,Riverstone,701,53.31,614,46.69,1315,4.53
NSW,122,Greenway,1049,Riverstone East,865,56.35,670,43.65,1535,3.42
NSW,122,Greenway,1050,Schofields,715,50.25,708,49.75,1423,-1.06
NSW,122,Greenway,83593,Schofields South,142,58.92,99,41.08,241,12.64
NSW,122,Greenway,1051,Seven Hills,388,37.63,643,62.37,1031,0.24
NSW,122,Greenway,1056,Seven Hills Central,470,35,873,65,1343,2.36
NSW,122,Greenway,1052,Seven Hills East,624,52.57,563,47.43,1187,8.18
NSW,122,Greenway,1042,Seven Hills Heights,489,40.31,724,59.69,1213,4.1
NSW,122,Greenway,1053,Seven Hills North,635,52.09,584,47.91,1219,0.64
NSW,122,Greenway,1029,Seven Hills South,745,44.45,931,55.55,1676,1.37
NSW,122,Greenway,1054,Seven Hills West,552,37.05,938,62.95,1490,2.43
NSW,122,Greenway,57204,Special Hospital Team 1,7,30.43,16,69.57,23,1.58
NSW,122,Greenway,47683,Stanhope Gardens,1223,50.31,1208,49.69,2431,4.18
NSW,122,Greenway,83594,Stanhope Gardens North,384,58.27,275,41.73,659,6.94
NSW,122,Greenway,14082,Sydney (Greenway),30,35.29,55,64.71,85,-0.42
NSW,122,Greenway,47684,The Ponds,1586,55.98,1247,44.02,2833,2.76
NSW,122,Greenway,83659,The Ponds GREENWAY PPVC,5588,51.52,5259,48.48,10847,2.58
NSW,122,Greenway,82532,The Ponds West,1137,51.47,1072,48.53,2209,1.73
NSW,122,Greenway,1040,Toongabbie,1082,42.63,1456,57.37,2538,3.83
NSW,122,Greenway,1810,Vineyard East (Greenway),239,63.56,137,36.44,376,8.32
NSW,124,Hughes,31034,Alfords Point,1262,68.51,580,31.49,1842,2.27
NSW,124,Hughes,1192,Bangor,1854,68.67,846,31.33,2700,0.83
NSW,124,Hughes,97412,Bangor North,390,66.44,197,33.56,587,-0.04
NSW,124,Hughes,97413,Bangor South,199,64.82,108,35.18,307,-3.01
NSW,124,Hughes,11949,Barden Ridge,1427,72.18,550,27.82,1977,0.53
NSW,124,Hughes,65415,BLV Hughes PPVC,0,0,0,0,0,-38.46
NSW,124,Hughes,1194,Bonnet Bay,834,62.24,506,37.76,1340,-0.22
NSW,124,Hughes,1195,Bundeena,457,39.57,698,60.43,1155,-4.47
NSW,124,Hughes,97577,Central Sydney HUGHES PPVC,80,36.87,137,63.13,217,-20.27
NSW,124,Hughes,1201,Como West,1025,48.24,1100,51.76,2125,-5.67
NSW,124,Hughes,30115,Divisional Office (PREPOLL),0,0,0,0,0,0
NSW,124,Hughes,1202,Engadine,1254,54.47,1048,45.53,2302,-0.26
NSW,124,Hughes,83573,Engadine East,272,60.44,178,39.56,450,5.66
NSW,124,Hughes,58665,Engadine HUGHES PPVC,4611,60.38,3026,39.62,7637,2.88
NSW,124,Hughes,1204,Engadine North,760,57.88,553,42.12,1313,-1.89
NSW,124,Hughes,1193,Engadine South,533,57.81,389,42.19,922,1.93
NSW,124,Hughes,1205,Engadine West,1266,60.52,826,39.48,2092,0.88
NSW,124,Hughes,427,Grays Point,742,57.12,557,42.88,1299,-3.83
NSW,124,Hughes,1208,Hammondville,1144,62.89,675,37.11,1819,2.14
NSW,124,Hughes,1210,Heathcote,881,52.44,799,47.56,1680,-2.59
NSW,124,Hughes,1211,Heathcote East,491,51.74,458,48.26,949,-6.03
NSW,124,Hughes,1214,Holsworthy,666,52.36,606,47.64,1272,-0.46
NSW,124,Hughes,83604,Holsworthy West,275,57.29,205,42.71,480,1.95
NSW,124,Hughes,1215,Illawong,1574,69.13,703,30.87,2277,-1.77
NSW,124,Hughes,83570,Illawong North,395,69.3,175,30.7,570,-1.61
NSW,124,Hughes,1216,Jannali East,795,50.22,788,49.78,1583,-2.48
NSW,124,Hughes,1217,Jannali West,565,52.07,520,47.93,1085,-1.71
NSW,124,Hughes,431,Kareela,1040,65.33,552,34.67,1592,-0.37
NSW,124,Hughes,1218,Kirrawee (Hughes),865,58.53,613,41.47,1478,-0.25
NSW,124,Hughes,432,Kirrawee South,817,60.52,533,39.48,1350,-2.16
