2007 Federal Election Polling Places [Event:13745 Phase:FinalResults Generated:2008-09-03T12:53:32 Cycle:349e38e7-5eda-4bc7-a4a0-805bff59620f Created:2008-08-13T17:22:12 Environment:TEST Site:Primary Server:TST-VTR04 Version:4.8.0.0]
State,DivisionID,DivisionNm,PollingPlaceID,PollingPlaceTypeID,PollingPlaceNm,PremisesNm,PremisesAddress1,PremisesAddress2,PremisesAddress3,PremisesSuburb,PremisesStateAb,PremisesPostCode,Latitude,Longitude
NSW,105,Bennelong,8869,1,Parkes Street,School Of Horticulture,Parkes St,,,WEST RYDE,NSW,2114,-33.808500,151.099600
NSW,105,Bennelong,102,1,Putney,Putney Public School,193 Morrison Rd,,,PUTNEY,NSW,2112,-33.824910,151.111280
NSW,105,Bennelong,33926,1,Roselea,Roselea Public School,449 North Rocks Rd,,,CARLINGFORD,NSW,2118,-33.765400,151.052600
NSW,105,Bennelong,653,1,Royal Ryde Homes,Weemala Homes,259 Morrison Rd,,,RYDE,NSW,2112,-33.822100,151.107200
NSW,105,Bennelong,654,1,Ryde,Ryde Masonic Hall,142 Blaxland Rd,,,RYDE,NSW,2112,-33.812850,151.104560
NSW,105,Bennelong,104,1,Ryde Central,Ryde Baptist Church Hall,Dobson Cres,,,RYDE,NSW,2112,-33.805900,151.113500
NSW,105,Bennelong,105,1,Ryde East,Ryde East Public School,12 Twin Rd,,,EAST RYDE,NSW,2113,-33.806265,151.126038
NSW,105,Bennelong,655,1,Ryde Heights,Meadowbank Primary School,Thistle St,,,RYDE,NSW,2112,-33.817800,151.097800
NSW,105,Bennelong,656,1,Ryde Hospital,Ryde Hospital,Denistone Rd,,,EASTWOOD,NSW,2122,-33.792900,151.088500
NSW,105,Bennelong,106,1,Ryde North,North Ryde Public School,Cox's Rd,,,NORTH RYDE,NSW,2113,-33.793915,151.119893
NSW,105,Bennelong,657,1,Ryde South,Evangel Bible Church,17 Douglas St,,,PUTNEY,NSW,2112,-33.823990,151.106050
NSW,105,Bennelong,33596,2,Special Hospital Team 1,Dorothy Henderson Lodge,159 Balaclava Rd,,,MARSFIELD,NSW,2122,,
NSW,105,Bennelong,14017,1,Sydney (Bennelong),Sydney Town Hall,George St,,,SYDNEY,NSW,2000,-33.873500,151.206600
NSW,105,Bennelong,34349,1,Top Ryde,Ryde Primary School,Tucker St,,,RYDE,NSW,2112,-33.811800,151.108500
NSW,105,Bennelong,107,1,Truscott,Truscott Street Public School,Truscott St,,,NORTH RYDE,NSW,2113,-33.794675,151.130287
NSW,105,Bennelong,660,1,Water Tanks,The Living Way Church,85 North Rd,,,RYDE,NSW,2112,-33.798230,151.103310
NSW,105,Bennelong,661,1,West Ryde,West Ryde Public School,6 Endeavour St,,,WEST RYDE,NSW,2114,-33.808743,151.085023
NSW,105,Bennelong,108,1,Wicks,Nought to Five Early Childhood Centre,16 Waterloo Rd,,,NORTH RYDE,NSW,2113,-33.788400,151.132200
NSW,106,Berowra,1823,1,Arcadia,Arcadia Public School,140 Arcadia Rd,,,ARCADIA,NSW,2159,-33.623100,151.050990
NSW,106,Berowra,43686,1,Asquith (Berowra),Asquith Public School,Dudley St,,,ASQUITH,NSW,2077,-33.685547,151.111674
NSW,106,Berowra,632,1,Beecroft,Beecroft Public School,90-98 Beecroft Rd,,,BEECROFT,NSW,2119,-33.751390,151.064800
NSW,106,Berowra,117,1,Berowra,Berowra Public School,Hillcrest Rd,,,BEROWRA,NSW,2081,-33.618083,151.147281
NSW,106,Berowra,118,1,Berowra Heights,Wideview Public School,Wideview Rd,,,BEROWRA HEIGHTS,NSW,2082,-33.608402,151.142620
NSW,106,Berowra,1828,1,Berowra Waters,Fish Cafe,199 Bay Rd,,,BEROWRA WATERS,NSW,2082,-33.600800,151.119400
NSW,106,Berowra,119,1,Bowden Brae,Bowden Brae Retirement Village,40 Pennant Hills Rd,,,NORMANHURST,NSW,2076,-33.721440,151.103310
NSW,106,Berowra,120,1,Brooklyn,Brooklyn Public School,106 Brooklyn Rd,,,BROOKLYN,NSW,2083,-33.549631,151.204034
NSW,106,Berowra,637,1,Cheltenham,Cheltenham Girls High School,The Promenade,,,CHELTENHAM,NSW,2119,-33.757792,151.073775
NSW,106,Berowra,11928,1,Cherrybrook,Cherrybrook Public School,131 New Line Rd,,,CHERRYBROOK,NSW,2126,-33.731399,151.042113
NSW,106,Berowra,34004,1,Cherrybrook Central,Cherrybrook Community Centre,Shepherds La,,,CHERRYBROOK,NSW,2126,-33.721300,151.041100
NSW,106,Berowra,11929,1,Cherrybrook South,Long Day Care Centre,69 Cedarwood Dr,,,CHERRYBROOK,NSW,2126,-33.733630,151.047650
NSW,106,Berowra,121,1,Cowan,Cowan Public School,Chandler Ave,,,COWAN,NSW,2081,-33.588519,151.168929
NSW,106,Berowra,122,1,Dangar Island,Community Hall,,,,DANGAR ISLAND,NSW,2083,-33.537526,151.242184
NSW,106,Berowra,11930,1,Dural (Berowra),Dural Public School,622 Old Northern Rd,,,DURAL,NSW,2158,-33.685665,151.026432
NSW,106,Berowra,11971,1,Eurambie Park (Berowra),Eurambie Park Child Care Centre,Coonara Ave,,,WEST PENNANT HILLS,NSW,2125,-33.744700,151.030500
NSW,106,Berowra,1836,1,Galston,Galston Public School,School Rd,,,GALSTON,NSW,2159,-33.647966,151.045353
NSW,106,Berowra,1839,1,Glenorie,Glenorie Public School,1731 Old Northern Rd,,,GLENORIE,NSW,2157,-33.598723,151.008291
NSW,106,Berowra,1831,1,Hillside Central,Hillside Public School,122 Cattai Ridge Rd,,,GLENORIE,NSW,2157,-33.604420,150.979330
NSW,106,Berowra,123,1,Hornsby (Berowra),Technical College,205 Pacific Hwy,,,HORNSBY,NSW,2077,-33.700000,151.096600
NSW,106,Berowra,43688,1,Hornsby Central (Berowra),Hornsby Girls High School,Edgeworth David Ave,,,HORNSBY,NSW,2077,-33.706360,151.101802
NSW,106,Berowra,124,1,Hornsby Heights,Hornsby Heights Public School,Somerville Rd,,,HORNSBY HEIGHTS,NSW,2077,-33.670607,151.097820
NSW,106,Berowra,126,1,Hornsby North,Hornsby North Public School,Ida St,,,HORNSBY,NSW,2077,-33.683313,151.098428
NSW,106,Berowra,134,1,Hornsby South,Hornsby South Public School,Clarke Rd,,,HORNSBY,NSW,2077,-33.713520,151.095725
NSW,106,Berowra,128,1,Hornsby West,Hornsby War Memorial Hall,2 High St,,,HORNSBY,NSW,2077,-33.704530,151.097120
NSW,106,Berowra,1852,1,John Purchase,John Purchase Public School,Purchase Rd,,,CHERRYBROOK,NSW,2126,-33.719044,151.039112
NSW,106,Berowra,1842,1,Kenthurst (Berowra),Kenthurst Public School,111 Kenthurst Rd,,,KENTHURST,NSW,2156,-33.665400,151.004000
NSW,106,Berowra,1788,1,Maroota,Maroota Public School,Old Northern Rd,,,MAROOTA,NSW,2756,-33.463905,150.997391
NSW,106,Berowra,1789,1,Maroota South,South Maroota Hall,Wisemans Ferry Rd,,,SOUTH MAROOTA,NSW,2756,-33.523400,150.944300
NSW,106,Berowra,1846,1,Middle Dural,Middle Dural Public School,Old Northern Rd,,,MIDDLE DURAL,NSW,2158,-33.644379,151.022637
NSW,106,Berowra,131,1,Mount Colah,Mount Colah Public School,Telopea St,,,MOUNT COLAH,NSW,2079,-33.672636,151.116520
NSW,106,Berowra,132,1,Mount Kuring-Gai,Mount Kuring-Gai Public School,Leeming St,,,MOUNT KURING-GAI,NSW,2080,-33.657533,151.135621
NSW,106,Berowra,1850,1,Murray Farm,Murray Farm Public School,Tracey Ave,,,CARLINGFORD,NSW,2118,-33.765800,151.039300
NSW,106,Berowra,133,1,Normanhurst,Normanhurst Public School,Normanhurst Rd,,,NORMANHURST,NSW,2076,-33.723710,151.097656
NSW,106,Berowra,135,1,Normanhurst West,Normanhurst West Public School,Dartford Rd,,,THORNLEIGH,NSW,2120,-33.720778,151.088647
NSW,106,Berowra,33781,1,Oakhill Drive (Berowra),Oakhill Drive Public School,cnr Oakhill & Westminster Drs,,,CASTLE HILL,NSW,2154,-33.722000,151.023400
NSW,106,Berowra,136,1,Pennant Hills,Pennant Hills High School,Laurence St,,,PENNANT HILLS,NSW,2120,-33.734251,151.062175
NSW,106,Berowra,33598,2,Special Hospital Team 1,Lutanda Manor Retirement Village,14 Victoria Rd,,,PENNANT HILLS,NSW,2120,,
NSW,106,Berowra,14020,1,Sydney (Berowra),Sydney Town Hall,George St,,,SYDNEY,NSW,2000,-33.873500,151.206600
NSW,106,Berowra,1855,1,Thompsons Corner,West Pennant Hills Public School,Church St,,,WEST PENNANT HILLS,NSW,2125,-33.745632,151.051362
NSW,106,Berowra,138,1,Thornleigh,Chinese & Aust Baptist Church,235 Pennant Hills Rd,,,THORNLEIGH,NSW,2120,-33.728200,151.084580
NSW,106,Berowra,43689,1,Waitara (Berowra),Waitara Public School,Edgeworth David Ave,,,WAHROONGA,NSW,2076,-33.708082,151.111133
NSW,106,Berowra,146,1,Waitara South,Mcquoin Park,McAuley Pl,,,WAITARA,NSW,2077,-33.711910,151.104800
NSW,106,Berowra,148,1,Westleigh,Thornleigh West Public School,Giblett Ave,,,THORNLEIGH,NSW,2120,-33.724200,151.071800
NSW,106,Berowra,33118,1,West Pennant Hills (Berowra),West Pennant Hills Valley Community Centre,42A Hill Rd,,,WEST PENNANT HILLS,NSW,2125,-33.748200,151.027900
NSW,106,Berowra,33800,1,Wisemans Ferry,Wisemans Ferry & Districts Community Centre,Lot 6 Singleton Rd,,,WISEMANS FERRY,NSW,2775,-33.390000,150.988500
NSW,107,Blaxland,43729,1,Bankstown (Blaxland),Bankstown Public School,Restwell St,,,BANKSTOWN,NSW,2200,-33.920876,151.034086
NSW,107,Blaxland,43722,1,Bankstown Central (Blaxland),Bankstown Masonic Centre,21 Restwell St,,,BANKSTOWN,NSW,2200,-33.919520,151.034610
NSW,107,Blaxland,157,1,Bankstown North,Bankstown North Public School,322 Hume Hwy,,,BANKSTOWN,NSW,2200,-33.906040,151.033751
NSW,107,Blaxland,177,1,Bankstown West (Blaxland),Bankstown West Public School,William St,,,BANKSTOWN,NSW,2200,-33.916386,151.019553
NSW,107,Blaxland,159,1,Bass Hill,Bass Hill Public School,Horton St,,,BASS HILL,NSW,2197,-33.904706,151.005562
NSW,107,Blaxland,162,1,Bass Hill West,Bass High School,Arundle Rd,,,BASS HILL,NSW,2197,-33.899647,150.989507
NSW,107,Blaxland,2371,1,Birrong,Birrong Public School,132 Auburn Rd,,,BIRRONG,NSW,2143,-33.895777,151.020167
NSW,107,Blaxland,868,1,Cabramatta (Blaxland),Cabramatta Police Youth Club,Railway Pde,,,CABRAMATTA,NSW,2166,-33.895700,150.938200
NSW,107,Blaxland,163,1,Cabramatta East,Cabramatta Public School,Cabramatta Rd E,,,CABRAMATTA,NSW,2166,-33.895439,150.942220
NSW,107,Blaxland,869,1,Cabramatta High,Cabramatta High School,Aladore Ave,,,CABRAMATTA,NSW,2166,-33.898918,150.929314
NSW,107,Blaxland,43733,1,Cabramatta West (Blaxland),Cabramatta West Public School,Broad St,,,CABRAMATTA WEST,NSW,2166,-33.896967,150.926039
NSW,107,Blaxland,43745,1,Canley Heights (Blaxland),Canley Heights Public School,Cambridge St,,,CANLEY HEIGHTS,NSW,2166,-33.884028,150.923055
NSW,107,Blaxland,2332,1,Canley Vale (Blaxland),Canley Vale Public School,Canley Vale Rd,,,CANLEY VALE,NSW,2166,-33.886582,150.937495
NSW,107,Blaxland,31654,1,Canley Vale High,Canley Vale High School,Prospect Rd,,,CANLEY VALE,NSW,2166,-33.885301,150.951936
NSW,107,Blaxland,2375,1,Chester Hill,Community Hall,Wellington Rd,,,CHESTER HILL,NSW,2162,-33.884500,150.999200
NSW,107,Blaxland,160,1,Chester Hill Central,St John Mark's Anglican Church,125 Proctor Pde,,,CHESTER HILL,NSW,2162,-33.887260,151.000940
NSW,107,Blaxland,2376,1,Chester Hill North,Chester Hill High School,Miller Rd,,,CHESTER HILL,NSW,2162,-33.873660,150.995921
NSW,107,Blaxland,165,1,Chullora,Greenacre Baptist Church,40 Shellcote Rd,,,CHULLORA,NSW,2190,-33.894300,151.056500
NSW,107,Blaxland,43752,1,Fairfield East (Blaxland),Fairfield City Leisure Centre,Vine St,,,FAIRFIELD,NSW,2165,-33.875100,150.960800
NSW,107,Blaxland,169,1,Georges Hall,Georges Hall Public School,Pennington Ave,,,GEORGES HALL,NSW,2198,-33.913114,150.992743
NSW,107,Blaxland,170,1,Gosling Park,Bankstown S.E.S,"Gosling Park, 12 Chiswick Rd",,,GREENACRE,NSW,2190,-33.905000,151.056030
NSW,107,Blaxland,171,1,Greenacre,Greenacre YMCA Roberts Park,Waterloo Rd,,,GREENACRE,NSW,2190,-33.912200,151.056700
NSW,107,Blaxland,33131,1,Greenacre West,Banksia Road Public School,65 Banksia Rd,,,GREENACRE,NSW,2190,-33.906870,151.048740
NSW,107,Blaxland,43791,1,Guildford (Blaxland),Guildford Public School,Apia St,,,GUILDFORD,NSW,2161,-33.855113,150.982086
NSW,107,Blaxland,2345,1,Guildford West (Blaxland),Guildford West Public School,23-51 Palmer St,,,GUILDFORD WEST,NSW,2161,-33.847120,150.966620
NSW,107,Blaxland,2348,1,Lansvale,Lansvale Public School,Chancery St,,,CANLEY VALE,NSW,2166,-33.891505,150.952990
NSW,107,Blaxland,173,1,Lansvale East,Lansvale East Public School,Riverside Rd,,,LANSVALE,NSW,2166,-33.898216,150.964431
NSW,107,Blaxland,31837,1,Mount Lewis,Mount Lewis Infants School,Noble Ave,,,MOUNT LEWIS,NSW,2190,-33.915813,151.050253
NSW,107,Blaxland,2349,1,Old Guildford,Old Guildford Public School,Orchardleigh St,,,OLD GUILDFORD,NSW,2161,-33.867400,150.987300
NSW,107,Blaxland,175,1,Punchbowl Central,Punchbowl Boys High School,Kelly St,,,PUNCHBOWL,NSW,2196,-33.923537,151.052405
NSW,107,Blaxland,154,1,St Pauls,St Paul's Church,459 Chapel Rd,,,BANKSTOWN,NSW,2200,-33.913300,151.035100
NSW,107,Blaxland,2393,1,Sefton,Sefton Catholic School,Proctor Pde,,,SEFTON,NSW,2162,-33.887200,151.008600
NSW,107,Blaxland,33600,2,Special Hospital Team 1,Rosary Village Aged Care Facility,Tara Cl,,,YENNORA,NSW,2161,,
NSW,107,Blaxland,33723,2,Special Hospital Team 2,Abel Tasman Village,222 Waldron Rd,,,CHESTER HILL,NSW,2162,,
NSW,107,Blaxland,32339,1,Sydney (Blaxland),Sydney Town Hall,George St,,,SYDNEY,NSW,2000,-33.873500,151.206600
NSW,107,Blaxland,2358,1,Villawood,Carramar Public School,The Horsley Dr,,,VILLAWOOD,NSW,2163,-33.884025,150.967725
NSW,107,Blaxland,2396,1,Villawood East,Villawood East Public School,Lowana St,,,VILLAWOOD,NSW,2163,-33.889544,150.986180
NSW,107,Blaxland,2359,1,Villawood North,Villawood North Public School,Bligh St,,,VILLAWOOD,NSW,2163,-33.876580,150.972168
NSW,107,Blaxland,180,1,Yagoona,Yagoona Senior Citizens Centre,"Gazzard Park, Cooper Rd",,,YAGOONA,NSW,2199,-33.905600,151.024800
NSW,107,Blaxland,182,1,Yagoona West,St Mark's Church Yagoona,213 Auburn Rd,,,YAGOONA,NSW,2199,-33.906400,151.020900
NSW,107,Blaxland,2362,1,Yennora,Yennora Public School,Ellis Pde,,,YENNORA,NSW,2161,-33.867042,150.970713
NSW,108,Bradfield,115,1,Asquith (Bradfield),Asquith Public School,Dudley St,,,ASQUITH,NSW,2077,-33.685547,151.111674
NSW,108,Bradfield,11935,1,Chatswood,Our Lady of Dolours Catholic Primary School,94A Archer St,,,CHATSWOOD,NSW,2067,-33.794500,151.184300
NSW,108,Bradfield,2014,1,Chatswood East (Bradfield),Chatswood/Willoughby Uniting Church,10 Clanwilliam St,,,WILLOUGHBY,NSW,2068,-33.797100,151.196500
NSW,108,Bradfield,2015,1,Chatswood North,Chatswood Guide Hall,Anglo St,,,CHATSWOOD,NSW,2067,-33.791600,151.180000
NSW,108,Bradfield,33880,1,Chatswood South (Bradfield),Chatswood South Uniting Church,cnr Mowbray Rd & Pacific Hwy,,,CHATSWOOD,NSW,2067,-33.805100,151.178600
NSW,108,Bradfield,11936,1,Chatswood West,Chatswood Public School,Pacific Hwy,,,CHATSWOOD,NSW,2067,-33.798557,151.177937
NSW,108,Bradfield,83,1,Ferndale,Holy Trinity Church Hall,44 Beaconsfield Rd,,,CHATSWOOD WEST,NSW,2067,-33.804410,151.171370
NSW,108,Bradfield,194,1,Gordon,Ku-ring-gai Municipal Council Chambers,818 Pacific Hwy,,,GORDON,NSW,2072,-33.754142,151.151726
NSW,108,Bradfield,195,1,Gordon East,Gordon East Public School,Rosedale Rd,,,GORDON,NSW,2072,-33.746341,151.156860
NSW,108,Bradfield,196,1,Gordon West,Gordon West Public School,Ryde Rd,,,PYMBLE,NSW,2073,-33.760091,151.138576
NSW,108,Bradfield,43833,1,Hornsby (Bradfield),Technical College,205 Pacific Hwy,,,HORNSBY,NSW,2077,-33.700000,151.096600
NSW,108,Bradfield,127,1,Hornsby Central (Bradfield),Hornsby Girls High School,Edgeworth David Ave,,,HORNSBY,NSW,2077,-33.706360,151.101802
NSW,108,Bradfield,33771,1,Hornsby East,Hornsby Ex CBA Bank,12-14 George St,,,HORNSBY,NSW,2077,-33.700910,151.104220
NSW,108,Bradfield,125,1,Hornsby Hospital,Hornsby Hospital,Palmerston Rd,,,HORNSBY,NSW,2077,-33.701900,151.111800
NSW,108,Bradfield,198,1,Killara,St Martin's Anglican Church Hall,9b Arnold St,,,KILLARA,NSW,2071,-33.765500,151.165300
NSW,108,Bradfield,43865,1,Killara East (Bradfield),Killara High School,Koola Ave,,,KILLARA,NSW,2071,-33.755419,151.175116
NSW,108,Bradfield,129,1,Kissing Point,KU South Turramurra Preschool,10A Auluba Rd,,,SOUTH TURRAMURRA,NSW,2074,-33.749700,151.111400
NSW,108,Bradfield,130,1,Lady Davidson Hospital,Lady Davidson Hospital,Bobbin Head Rd,,,TURRAMURRA NORTH,NSW,2074,-33.690525,151.149072
NSW,108,Bradfield,201,1,Lindfield,St Alban's Anglican Church Hall,Lindfield Ave,,,LINDFIELD,NSW,2070,-33.775700,151.170000
NSW,108,Bradfield,203,1,Lindfield North,Lindfield Primary School,Pacific Hwy,,,LINDFIELD,NSW,2070,-33.777100,151.168200
NSW,108,Bradfield,204,1,Lindfield West,Beaumont Road Public School,17 Beaumont Rd,,,KILLARA,NSW,2071,-33.774530,151.146990
NSW,108,Bradfield,100,1,Mowbray (Bradfield),Mowbray Primary School,635 Mowbray Rd West,,,LANE COVE NORTH,NSW,2066,-33.804100,151.154900
NSW,108,Bradfield,206,1,Pymble,Sacred Heart Parish Hall,cnr Pacific Hwy & Bobbin Head Rd,,,PYMBLE,NSW,2073,-33.739500,151.137500
NSW,108,Bradfield,137,1,Pymble North,Pymble Public School,Crown Rd,,,PYMBLE,NSW,2073,-33.732739,151.142632
NSW,108,Bradfield,207,1,Pymble West,Pymble West Public School,Apollo Ave,,,WEST PYMBLE,NSW,2073,-33.763600,151.124500
NSW,108,Bradfield,208,1,Roseville,St Andrew's Church,1 Bancroft Ave,,,ROSEVILLE,NSW,2069,-33.785330,151.179950
NSW,108,Bradfield,43868,1,Roseville East (Bradfield),Roseville Public School,Archbold Rd,,,ROSEVILLE,NSW,2069,-33.782029,151.188152
NSW,108,Bradfield,2032,1,Roseville South,St Barnabas' Anglican Church,30 William St East,,,ROSEVILLE,NSW,2069,-33.786911,151.189303
NSW,108,Bradfield,211,1,St Ives,St Ives Community Hall,"Village Green, Memorial Ave",,,ST IVES,NSW,2075,-33.727100,151.161600
NSW,108,Bradfield,212,1,St Ives Chase,St Ives North Scout Hall,Warrimoo Ave,,,ST IVES CHASE,NSW,2075,-33.716400,151.159200
NSW,108,Bradfield,213,1,St Ives North,St Ives North Public School,87 Memorial Ave,,,ST IVES,NSW,2075,-33.718670,151.163620
NSW,108,Bradfield,188,1,St Ives Park,St Ives Park Public School,Acron Road,,,ST IVES,NSW,2075,-33.738302,151.166773
NSW,108,Bradfield,214,1,St Ives South,St Ives High School,Yarrabung Rd,,,ST IVES,NSW,2075,-33.740298,151.166500
NSW,108,Bradfield,33599,2,Special Hospital Team 1,Rosetta Aged Care,1634 Pacific Hwy,,,WAHROONGA,NSW,2076,,
NSW,108,Bradfield,33804,2,Special Hospital Team 2,Huon Park,381 Bobbin Head Rd,,,TURRAMURRA,NSW,2074,,
NSW,108,Bradfield,33805,2,Special Hospital Team 3,Lourdes Serviced Apartments,95 Stanhope Rd,,,KILLARA,NSW,2071,,
NSW,108,Bradfield,31029,1,Sydney (Bradfield),Sydney Town Hall,George St,,,SYDNEY,NSW,2000,-33.873500,151.206600
NSW,108,Bradfield,139,1,Turramurra,St James' Anglican Church Hall,King St,,,TURRAMURRA,NSW,2074,-33.729200,151.127700
NSW,108,Bradfield,140,1,Turramurra Central,Turramurra Uniting Church Hall,Turramurra Ave,,,TURRAMURRA,NSW,2074,-33.729300,151.131500
NSW,108,Bradfield,141,1,Turramurra North,Turramurra North Public School,Bobbin Head Rd,,,TURRAMURRA,NSW,2074,-33.714733,151.146860
NSW,108,Bradfield,142,1,Turramurra South,Turramurra Public School,Kissing Point Rd,,,SOUTH TURRAMURRA,NSW,2074,-33.744639,151.113249
NSW,108,Bradfield,143,1,Wahroonga,Wahroonga Presbyterian Church Hall,cnr Stuart St & Illoura Ave,,,WAHROONGA,NSW,2076,-33.715600,151.117900
NSW,108,Bradfield,144,1,Wahroonga East,Wahroonga Public School,71 Burns Rd,,,WAHROONGA,NSW,2076,-33.715540,151.127710
NSW,108,Bradfield,145,1,Waitara (Bradfield),Waitara Public School,Edgeworth David Ave,,,WAHROONGA,NSW,2076,-33.708082,151.111133
NSW,108,Bradfield,147,1,Warrawee,Warrawee Public School,Pacific Hwy,,,WARRAWEE,NSW,2074,-33.730043,151.122732
NSW,108,Bradfield,33902,1,Willoughby (Bradfield),Willoughby Public School,Oakville Rd,,,WILLOUGHBY,NSW,2068,-33.801900,151.200600
NSW,108,Bradfield,33901,1,Willoughby North (Bradfield),Willoughby Park Centre,cnr McClelland St & Warrane Rd,,,WILLOUGHBY,NSW,2068,-33.795700,151.205900
NSW,109,Calare,46537,1,Albert,Albert Bush Fire Brigade Headquarters,Comeback St,,,ALBERT,NSW,2873,-32.356310,147.505100
NSW,109,Calare,2148,1,Alectown,Soldiers Memorial Hall,Newell Hwy,,,ALECTOWN,NSW,2870,-32.932771,148.240075
NSW,109,Calare,219,1,Barry,Barry Community Hall,Selwyn St,,,BARRY,NSW,2799,-33.646600,149.271000
NSW,109,Calare,2153,1,Bedgerebong,Bedgerebong Public School,North Condobolin Rd,,,BEDGEREBONG,NSW,2871,-33.362350,147.678091
NSW,109,Calare,2155,1,Billimari,Billimari Public Hall,Logan St,,,BILLIMARI,NSW,2804,-33.680890,148.615560
NSW,109,Calare,228,1,Blayney,Blayney Public School,Lindsay St,,,BLAYNEY,NSW,2799,-33.529048,149.251518
NSW,109,Calare,229,1,Bletchington,Bletchington Public School,Matthews Ave,,,ORANGE,NSW,2800,-33.269285,149.103411
NSW,109,Calare,230,1,Bloomfield Hospital,Bloomfield Hospital Recreation Hall,Forest Rd,,,ORANGE,NSW,2800,-33.319900,149.094400
NSW,109,Calare,2156,1,Bogan Gate,Bogan Gate Public School,Bogan St,,,BOGAN GATE,NSW,2876,-33.105300,147.798544
NSW,109,Calare,2157,1,Borenore,Borenore Public School,Forbes Rd,,,BORENORE,NSW,2800,-33.250957,148.984065
NSW,109,Calare,2158,1,Bourke,Bourke TAFE Hall,48 Oxley St,,,BOURKE,NSW,2840,-30.090790,145.939250
NSW,109,Calare,231,1,Bowen,Bowen Public School,Park St,,,ORANGE,NSW,2800,-33.280168,149.117824
NSW,109,Calare,2160,1,Brewarrina,Brewarrina Community Hall,Cnr Bourke & Sandon Sts,,,BREWARRINA,NSW,2839,-29.961600,146.856200
NSW,109,Calare,2495,1,Burcher,Burcher Public School,Bena St,,,BURCHER,NSW,2671,-33.515619,147.249746
NSW,109,Calare,235,1,Calare School,Calare Public School,Frost St,,,ORANGE,NSW,2800,-33.287241,149.079782
NSW,109,Calare,236,1,Canobolas,Canobolas Public School,Canobolas Rd,,,CANOBOLAS,NSW,2800,-33.306232,149.046653
NSW,109,Calare,2161,1,Canowindra,Canowindra High School,Browns Ave,,,CANOWINDRA,NSW,2804,-33.558111,148.675234
NSW,109,Calare,1260,1,Caragabal,Caragabal Public School,Mid Western Hwy,,,CARAGABAL,NSW,2810,-33.845921,147.739589
NSW,109,Calare,238,1,Carcoar,Carcoar Public School,Icely St,,,CARCOAR,NSW,2791,-33.612274,149.141985
NSW,109,Calare,2162,1,Cargo,Cargo Public School,Hutton St,,,CARGO,NSW,2800,-33.428090,148.809087
NSW,109,Calare,2497,1,Cobar,Cobar Primary School,6-8 Blakey St,,,COBAR,NSW,2835,-31.501110,145.836330
NSW,109,Calare,2165,1,Collie,Collie CWA Hall,Bundemar St,,,COLLIE,NSW,2827,-31.665400,148.297380
NSW,109,Calare,2499,1,Condobolin,Condobolin Primary School,Molong St,,,CONDOBOLIN,NSW,2877,-33.084500,147.150900
NSW,109,Calare,2167,1,Cookamidgera,Mechanics Institute Hall,Flagstone St,,,COOKAMIDGERA,NSW,2870,-33.204460,148.301420
NSW,109,Calare,2168,1,Coolabah,Coolabah School of Arts,Brewarrina Rd,,,COOLABAH,NSW,2831,-31.024686,146.714990
NSW,109,Calare,912,1,Cowra,Cowra Public School,Busby Pl,,,COWRA,NSW,2794,-33.834379,148.691981
NSW,109,Calare,948,1,Cowra North,Mulyan Public School,Myall St,,,COWRA,NSW,2794,-33.827784,148.688234
NSW,109,Calare,913,1,Cowra West,Cowra West Tennis Club,Grenfell Rd,,,COWRA,NSW,2794,-33.836100,148.659300
NSW,109,Calare,2170,1,Cudal,Cudal Public School,Toogong St,,,CUDAL,NSW,2864,-33.286878,148.741207
NSW,109,Calare,2171,1,Cumnock,Memorial Hall,Obley St,,,CUMNOCK,NSW,2867,-32.016393,149.390186
NSW,109,Calare,43880,1,Eglinton (Calare),Eglinton Public School,Alexander St,,,EGLINTON,NSW,2795,-33.038517,149.414264
